 9.11879335E-04	 7.12322481E-03	 1.82225201E-02	 3.10277846E-02	 4.25593848E-02	 5.10711650E-02	 5.63314051E-02	 5.90482545E-02	 5.99917443E-02	 5.94884238E-02	 5.77899811E-02	 5.52361503E-02	 5.20839923E-02	 4.85235129E-02	 4.47227669E-02	 4.08409117E-02	 3.70131444E-02	 3.33417378E-02	 2.98865501E-02	 2.66736728E-02	 2.37095696E-02	 2.09932244E-02	 1.85227286E-02	 1.62948642E-02	 1.43023257E-02	 1.25309504E-02	 1.09610146E-02	 9.57102320E-03	 8.34143580E-03	 7.25595730E-03	 6.30106219E-03	 5.46438145E-03	 4.73398414E-03	 4.09779641E-03	 3.54345953E-03	 3.05998307E-03	 2.63813931E-03	 2.27103641E-03	 1.95287891E-03	 1.67828024E-03	 1.44159498E-03	 1.23730647E-03	 1.06087703E-03	 9.08489620E-04	 7.76932370E-04	 6.63699200E-04	 5.66625511E-04	 4.83742810E-04	 4.12973951E-04	 3.52468106E-04	
 5.87793496E-03	 4.48689513E-02	 1.08996713E-01	 1.70555847E-01	 2.07366066E-01	 2.12645013E-01	 1.95243965E-01	 1.70250257E-01	 1.47450006E-01	 1.27045253E-01	 1.07941064E-01	 9.08275980E-02	 7.59204700E-02	 6.30304539E-02	 5.19346776E-02	 4.24828827E-02	 3.45600446E-02	 2.80295095E-02	 2.27063333E-02	 1.83800307E-02	 1.48514056E-02	 1.19586603E-02	 9.58800680E-03	 7.66044440E-03	 6.11198354E-03	 4.87925463E-03	 3.89796014E-03	 3.11184336E-03	 2.47760367E-03	 1.96600437E-03	 1.55586571E-03	 1.22772639E-03	 9.68206860E-04	 7.66431980E-04	 6.09105038E-04	 4.83651567E-04	 3.81584865E-04	 2.98497343E-04	 2.33244812E-04	 1.83797779E-04	 1.45930743E-04	 1.14543352E-04	 8.99346750E-05	 7.15578420E-05	 5.68737015E-05	 4.44428103E-05	 3.38269497E-05	 2.62939647E-05	 2.10163281E-05	 1.84296349E-05	
 9.08304300E-06	 7.40218287E-05	 2.07547888E-04	 4.06965168E-04	 6.73201205E-04	 1.01493313E-03	 1.45126109E-03	 2.01144706E-03	 2.73187873E-03	 3.65105091E-03	 4.80454742E-03	 6.22050134E-03	 7.91514810E-03	 9.88695470E-03	 1.21100222E-02	 1.45279131E-02	 1.70536169E-02	 1.95826652E-02	 2.20137680E-02	 2.42599146E-02	 2.62573004E-02	 2.79701423E-02	 2.93871730E-02	 3.05120878E-02	 3.13538427E-02	 3.19203068E-02	 3.22194804E-02	 3.22616316E-02	 3.20625392E-02	 3.16455480E-02	 3.10396932E-02	 3.02745822E-02	 2.93779499E-02	 2.83765649E-02	 2.72890485E-02	 2.61349453E-02	 2.49359903E-02	 2.37076327E-02	 2.24723610E-02	 2.12431469E-02	 2.00312857E-02	 1.88448829E-02	 1.76903273E-02	 1.65718574E-02	 1.54930025E-02	 1.44593273E-02	 1.34781524E-02	 1.25480604E-02	 1.16688622E-02	 1.08345812E-02	
 1.32378710E-05	 1.34634082E-04	 5.36142238E-04	 1.50609472E-03	 3.40562336E-03	 6.59480511E-03	 1.13471433E-02	 1.77790148E-02	 2.58044859E-02	 3.51249383E-02	 4.52551812E-02	 5.55791562E-02	 6.54294460E-02	 7.41798830E-02	 8.13369310E-02	 8.66237970E-02	 9.00334050E-02	 9.17562500E-02	 9.19701770E-02	 9.08383100E-02	 8.85767800E-02	 8.54257400E-02	 8.16109220E-02	 7.73252720E-02	 7.27253480E-02	 6.79420520E-02	 6.30880670E-02	 5.82619735E-02	 5.35472131E-02	 4.90079017E-02	 4.46879785E-02	 4.06129253E-02	 3.67949951E-02	 3.32406886E-02	 2.99516608E-02	 2.69254811E-02	 2.41576393E-02	 2.16365036E-02	 1.93475850E-02	 1.72735469E-02	 1.53979053E-02	 1.37055256E-02	 1.21828724E-02	 1.08167976E-02	 9.59415240E-03	 8.50139960E-03	 7.52561960E-03	 6.65452750E-03	 5.87760679E-03	 5.18570350E-03	
 1.29318424E-04	 1.20246606E-03	 4.21243715E-03	 1.04779372E-02	 2.12393996E-02	 3.70772939E-02	 5.75119598E-02	 8.09796700E-02	 1.05141547E-01	 1.27442031E-01	 1.45696103E-01	 1.58565733E-01	 1.65822309E-01	 1.68193533E-01	 1.66575872E-01	 1.61703730E-01	 1.54348839E-01	 1.45282095E-01	 1.35182497E-01	 1.24589546E-01	 1.13903686E-01	 1.03411108E-01	 9.33160790E-02	 8.37655580E-02	 7.48607460E-02	 6.66596060E-02	 5.91809570E-02	 5.24110101E-02	 4.63152767E-02	 4.08501638E-02	 3.59698925E-02	 3.16303871E-02	 2.77875980E-02	 2.43957907E-02	 2.14080308E-02	 1.87790686E-02	 1.64654664E-02	 1.44315959E-02	 1.26453591E-02	 1.10798013E-02	 9.70939040E-03	 8.51036460E-03	 7.46071310E-03	 6.54112770E-03	 5.73500276E-03	 5.02848385E-03	 4.40946214E-03	 3.86779020E-03	 3.39409793E-03	 2.97981409E-03	
 7.75824800E-04	 6.62845722E-03	 2.01933239E-02	 4.32394292E-02	 7.62056490E-02	 1.17054730E-01	 1.61142894E-01	 2.02582114E-01	 2.36013346E-01	 2.58059442E-01	 2.67803150E-01	 2.66531517E-01	 2.56810301E-01	 2.41493454E-01	 2.23065808E-01	 2.03152632E-01	 1.82937538E-01	 1.63109674E-01	 1.44226165E-01	 1.26636297E-01	 1.10601154E-01	 9.62027950E-02	 8.34623600E-02	 7.22383480E-02	 6.23319292E-02	 5.36798872E-02	 4.61320553E-02	 3.96118011E-02	 3.39852484E-02	 2.91871021E-02	 2.50679769E-02	 2.15148019E-02	 1.84424795E-02	 1.57907627E-02	 1.35106234E-02	 1.15644385E-02	 9.91243110E-03	 8.50399050E-03	 7.29254330E-03	 6.24432608E-03	 5.34374157E-03	 4.56585865E-03	 3.90497838E-03	 3.35004411E-03	 2.88034967E-03	 2.47853270E-03	 2.12451159E-03	 1.81231313E-03	 1.53991081E-03	 1.31293100E-03	
 2.52733756E-03	 2.07321867E-02	 5.85222411E-02	 1.13962685E-01	 1.81739955E-01	 2.52757753E-01	 3.16003873E-01	 3.61937458E-01	 3.85518788E-01	 3.87253963E-01	 3.71784604E-01	 3.45113871E-01	 3.12328673E-01	 2.77355721E-01	 2.43048879E-01	 2.10927081E-01	 1.81578778E-01	 1.55181524E-01	 1.31779751E-01	 1.11363369E-01	 9.38221290E-02	 7.89129590E-02	 6.63025440E-02	 5.56346373E-02	 4.65981750E-02	 3.89548436E-02	 3.25248449E-02	 2.71579322E-02	 2.27037023E-02	 1.90059949E-02	 1.59171184E-02	 1.33133761E-02	 1.11141540E-02	 9.27006670E-03	 7.73819630E-03	 6.47272200E-03	 5.42559042E-03	 4.54968129E-03	 3.81011652E-03	 3.18303999E-03	 2.65343763E-03	 2.20997354E-03	 1.84643537E-03	 1.55040690E-03	 1.30403996E-03	 1.09361975E-03	 9.11601540E-04	 7.57489270E-04	 6.29734894E-04	 5.27356126E-04	
 5.43743511E-03	 4.37049677E-02	 1.18468500E-01	 2.18358322E-01	 3.26880437E-01	 4.24828370E-01	 4.95018674E-01	 5.27359556E-01	 5.21866240E-01	 4.87610068E-01	 4.37868934E-01	 3.83958207E-01	 3.31304497E-01	 2.81853901E-01	 2.37514576E-01	 1.99004702E-01	 1.65995134E-01	 1.37859653E-01	 1.14036100E-01	 9.40781360E-02	 7.75583070E-02	 6.39910236E-02	 5.28594183E-02	 4.36811818E-02	 3.60707066E-02	 2.97508659E-02	 2.45253659E-02	 2.02402219E-02	 1.67469380E-02	 1.38946229E-02	 1.15419242E-02	 9.57172110E-03	 7.91643530E-03	 6.54083940E-03	 5.41287603E-03	 4.49452937E-03	 3.74416594E-03	 3.12089793E-03	 2.59733521E-03	 2.15538783E-03	 1.78352570E-03	 1.47269693E-03	 1.22208126E-03	 1.02342685E-03	 8.59993610E-04	 7.19447660E-04	 5.96045160E-04	 4.92048180E-04	 4.06982793E-04	 3.41952148E-04	
 9.36638702E-03	 7.44937539E-02	 1.97525093E-01	 3.52555066E-01	 5.06861570E-01	 6.28154992E-01	 6.93380200E-01	 6.95302920E-01	 6.44196120E-01	 5.62504775E-01	 4.74587777E-01	 3.95978992E-01	 3.28665684E-01	 2.70053771E-01	 2.20421567E-01	 1.79437704E-01	 1.45811304E-01	 1.18192037E-01	 9.55376510E-02	 7.71005910E-02	 6.22558026E-02	 5.03821278E-02	 4.08717511E-02	 3.31898462E-02	 2.69294016E-02	 2.18116248E-02	 1.76476786E-02	 1.42953751E-02	 1.16186877E-02	 9.47861110E-03	 7.74486890E-03	 6.30803703E-03	 5.11235111E-03	 4.13453085E-03	 3.35089228E-03	 2.72877850E-03	 2.23214952E-03	 1.82631202E-03	 1.49037148E-03	 1.21098092E-03	 9.78807550E-04	 7.85722210E-04	 6.35408572E-04	 5.23365391E-04	 4.33935513E-04	 3.56184127E-04	 2.86026547E-04	 2.28226763E-04	 1.82746905E-04	 1.52339486E-04	
 1.44017672E-02	 1.13679851E-01	 2.96620294E-01	 5.16779547E-01	 7.19941610E-01	 8.58449060E-01	 9.04851600E-01	 8.58816190E-01	 7.45608660E-01	 6.05160268E-01	 4.75826716E-01	 3.78261134E-01	 3.07415878E-01	 2.48364892E-01	 1.97906185E-01	 1.56709437E-01	 1.24000197E-01	 9.82631790E-02	 7.79610180E-02	 6.18494297E-02	 4.90273144E-02	 3.88483159E-02	 3.08096425E-02	 2.44841523E-02	 1.95002621E-02	 1.55503449E-02	 1.23981668E-02	 9.87225080E-03	 7.85140930E-03	 6.24405986E-03	 4.97267722E-03	 3.96949024E-03	 3.17338864E-03	 2.53391248E-03	 2.01887320E-03	 1.60499349E-03	 1.27464358E-03	 1.01442952E-03	 8.09478220E-04	 6.47240522E-04	 5.17473337E-04	 4.12834644E-04	 3.27728510E-04	 2.59230784E-04	 2.05514546E-04	 1.63990990E-04	 1.31671309E-04	 1.05505679E-04	 8.40507420E-05	 6.65675970E-05	
